transaction_id,transaction_type,category,amount,transaction_date,notes
569,收入,行,1710,2024-08-10,
570,支出,住,4946,2024-06-06,
571,收入,住,7576,2024-03-24,
572,支出,食,34,2023-11-14,Sample note for transaction ID 572
573,收入,住,5863,2024-03-06,Sample note for transaction ID 573
574,支出,行,9843,2024-07-07,Sample note for transaction ID 574
575,收入,食,1012,2024-01-18,
576,收入,衣,4602,2024-04-25,
577,支出,衣,4621,2024-07-24,Sample note for transaction ID 577
578,支出,行,7777,2024-07-03,Sample note for transaction ID 578
579,支出,住,212,2024-09-11,
580,收入,食,4428,2024-09-05,
581,收入,住,3444,2024-02-29,Sample note for transaction ID 581
582,支出,住,9508,2024-03-16,
583,收入,住,6533,2024-06-13,
584,收入,住,9206,2024-03-14,
585,支出,食,7486,2024-03-05,Sample note for transaction ID 585
586,支出,衣,4155,2024-06-20,
587,支出,衣,3508,2024-03-18,
588,支出,住,1344,2024-05-06,
589,收入,住,1480,2024-08-06,Sample note for transaction ID 589
590,支出,衣,1582,2024-08-14,
591,收入,行,5407,2024-03-27,
592,支出,食,6373,2023-12-10,Sample note for transaction ID 592
593,支出,行,4440,2024-08-06,
594,收入,住,7451,2024-03-04,
595,收入,食,5123,2024-09-25,Sample note for transaction ID 595
596,支出,行,8088,2024-05-20,
597,收入,行,3063,2024-01-10,Sample note for transaction ID 597
598,收入,衣,1859,2024-02-05,
599,支出,食,3784,2024-08-31,
600,支出,行,5519,2024-05-13,
601,收入,衣,1690,2024-02-22,Sample note for transaction ID 601
602,支出,食,1452,2024-09-11,Sample note for transaction ID 602
603,收入,衣,3293,2024-02-18,
604,收入,衣,5949,2023-12-24,
605,支出,食,2298,2023-12-05,
606,收入,行,4466,2024-08-15,Sample note for transaction ID 606
607,收入,行,2054,2024-10-10,Sample note for transaction ID 607
608,收入,行,1786,2024-06-18,Sample note for transaction ID 608
609,收入,行,9122,2024-03-02,
610,支出,行,885,2024-01-19,Sample note for transaction ID 610
611,收入,衣,1565,2024-02-09,Sample note for transaction ID 611
612,收入,住,7541,2024-09-27,
613,收入,住,1693,2024-02-09,Sample note for transaction ID 613
614,收入,行,4634,2024-05-26,
615,支出,食,5939,2024-05-16,
616,支出,食,1352,2024-06-12,Sample note for transaction ID 616
617,收入,食,4424,2023-10-29,Sample note for transaction ID 617
618,支出,住,7336,2024-01-20,Sample note for transaction ID 618
619,支出,住,2268,2024-09-04,Sample note for transaction ID 619
620,收入,行,1186,2024-04-29,Sample note for transaction ID 620
621,支出,食,9726,2024-06-15,Sample note for transaction ID 621
622,支出,衣,5993,2024-09-08,Sample note for transaction ID 622
623,支出,食,4690,2024-06-18,Sample note for transaction ID 623
624,支出,食,6056,2024-01-22,Sample note for transaction ID 624
625,支出,行,4074,2024-03-25,Sample note for transaction ID 625
626,支出,衣,5288,2024-06-04,Sample note for transaction ID 626
627,收入,衣,5242,2024-06-30,Sample note for transaction ID 627
628,支出,食,6592,2024-05-24,
629,收入,住,9491,2024-05-09,
630,收入,衣,9903,2024-04-18,
631,支出,食,8155,2024-04-23,
632,支出,衣,6452,2024-04-27,
633,支出,住,8899,2024-07-29,
634,支出,行,173,2023-11-28,
635,支出,食,2982,2024-01-29,
636,收入,住,4203,2024-09-24,Sample note for transaction ID 636
637,支出,衣,7650,2024-08-28,
638,收入,衣,6794,2023-12-13,
639,支出,食,4970,2023-12-02,Sample note for transaction ID 639
640,收入,食,3827,2024-04-17,
641,收入,住,1761,2024-07-11,
642,收入,住,9169,2024-02-23,
643,收入,食,5435,2024-06-27,Sample note for transaction ID 643
644,支出,住,814,2024-05-11,
645,收入,行,3793,2024-05-06,Sample note for transaction ID 645
646,收入,行,4041,2024-01-23,Sample note for transaction ID 646
647,收入,衣,6993,2024-04-30,Sample note for transaction ID 647
648,收入,食,980,2023-11-25,
649,支出,衣,2719,2023-12-02,Sample note for transaction ID 649
650,支出,行,876,2024-06-11,
651,收入,行,7579,2023-12-23,
652,收入,衣,5059,2024-01-12,
653,收入,住,8727,2024-10-15,
654,收入,行,9315,2024-05-31,
655,支出,食,4981,2024-08-25,
656,收入,食,5057,2024-08-11,
657,支出,食,1567,2024-03-15,Sample note for transaction ID 657
658,收入,住,4590,2023-12-02,Sample note for transaction ID 658
659,收入,行,1924,2024-05-01,Sample note for transaction ID 659
660,收入,食,2555,2024-05-20,
661,支出,行,4968,2024-09-17,
662,收入,住,8469,2024-04-21,
663,支出,住,2339,2024-07-19,
664,收入,住,35,2024-06-04,
665,支出,食,3388,2024-04-25,
666,收入,行,6369,2023-11-19,Sample note for transaction ID 666
667,收入,食,8333,2024-03-04,
668,支出,住,7812,2023-10-29,
669,支出,衣,2072,2024-03-23,Sample note for transaction ID 669
670,支出,衣,9639,2024-08-01,
671,支出,住,6388,2024-05-31,
672,支出,住,8883,2024-10-09,Sample note for transaction ID 672
673,支出,住,4352,2024-07-31,
674,收入,住,5833,2024-02-22,Sample note for transaction ID 674
675,收入,食,2768,2024-10-17,Sample note for transaction ID 675
676,收入,衣,8677,2023-12-23,
677,收入,衣,5209,2024-05-02,Sample note for transaction ID 677
678,支出,行,4699,2024-06-07,
679,支出,食,7154,2024-09-30,
680,支出,食,2123,2024-07-07,Sample note for transaction ID 680
681,收入,行,6119,2024-01-29,
682,收入,食,741,2023-12-10,
683,收入,行,6928,2024-01-13,
684,支出,食,3388,2023-12-14,Sample note for transaction ID 684
685,支出,衣,4039,2023-12-23,
686,收入,食,7527,2024-02-12,Sample note for transaction ID 686
687,支出,衣,9738,2024-07-02,Sample note for transaction ID 687
688,支出,行,5291,2024-10-08,Sample note for transaction ID 688
689,收入,行,2027,2024-06-12,
690,收入,住,4820,2024-02-13,Sample note for transaction ID 690
691,支出,住,6015,2024-03-17,
692,支出,住,3713,2024-07-03,
693,收入,行,2572,2024-09-14,Sample note for transaction ID 693
694,支出,食,1252,2024-08-13,Sample note for transaction ID 694
695,支出,衣,9367,2024-10-24,
696,支出,住,6286,2024-06-24,Sample note for transaction ID 696
697,支出,行,4646,2024-10-15,
698,支出,食,8254,2024-02-29,
699,支出,食,6355,2024-10-13,Sample note for transaction ID 699
700,收入,食,4218,2024-05-12,
701,收入,行,7803,2024-03-22,Sample note for transaction ID 701
702,收入,食,1567,2023-11-11,Sample note for transaction ID 702
703,支出,行,8023,2023-12-04,
704,支出,食,9051,2024-08-28,
705,支出,食,4282,2024-03-31,
706,收入,住,7549,2024-09-24,
707,支出,食,4837,2024-02-23,Sample note for transaction ID 707
708,支出,住,6448,2024-02-04,
709,支出,食,6520,2024-09-22,Sample note for transaction ID 709
710,支出,住,4976,2024-09-04,
711,支出,衣,7633,2024-02-23,
712,收入,衣,6767,2024-06-23,
713,支出,住,9830,2024-09-17,
714,收入,食,3529,2024-01-11,Sample note for transaction ID 714
715,支出,食,7428,2024-02-18,
716,支出,行,4249,2024-09-29,Sample note for transaction ID 716
717,支出,行,9060,2024-06-07,Sample note for transaction ID 717
718,支出,食,9029,2023-12-31,
719,收入,衣,7043,2024-07-31,Sample note for transaction ID 719
720,收入,衣,7455,2024-01-20,
721,收入,行,804,2024-08-27,Sample note for transaction ID 721
722,支出,食,8267,2024-10-02,
723,收入,衣,2711,2024-02-20,
724,支出,食,7266,2023-11-22,
725,支出,食,551,2023-11-16,
726,支出,住,8519,2023-12-11,
727,支出,食,619,2024-03-17,
728,支出,衣,7618,2024-10-18,
729,收入,行,9459,2024-02-10,
730,收入,食,3542,2024-07-13,Sample note for transaction ID 730
731,支出,食,1236,2023-12-15,
732,支出,食,6685,2024-04-07,Sample note for transaction ID 732
733,收入,食,4338,2024-02-25,Sample note for transaction ID 733
734,支出,行,8112,2024-10-15,
735,收入,食,5456,2023-11-23,Sample note for transaction ID 735
736,支出,衣,8114,2024-09-20,
737,收入,行,2108,2024-06-03,
738,收入,行,5154,2024-02-22,Sample note for transaction ID 738
739,收入,食,2724,2023-11-24,
740,收入,行,4017,2024-05-27,Sample note for transaction ID 740
741,支出,行,8116,2023-11-04,
742,支出,食,4571,2024-02-08,Sample note for transaction ID 742
743,收入,住,1932,2023-12-06,Sample note for transaction ID 743
744,收入,衣,9461,2024-02-08,
745,支出,衣,2867,2024-07-28,Sample note for transaction ID 745
746,收入,行,5430,2024-05-19,Sample note for transaction ID 746
747,支出,衣,1156,2024-03-01,
748,收入,衣,66,2024-09-19,Sample note for transaction ID 748
749,支出,住,202,2024-10-03,
750,支出,衣,420,2024-05-15,
751,收入,衣,3090,2023-11-19,
752,支出,食,2545,2023-12-30,Sample note for transaction ID 752
753,支出,行,7180,2024-05-30,
754,收入,衣,7766,2024-10-08,
755,收入,行,6501,2024-09-30,Sample note for transaction ID 755
756,收入,住,1726,2024-06-05,
757,收入,住,4867,2023-12-17,
758,支出,衣,8126,2024-03-20,
759,收入,住,2209,2024-08-27,
760,支出,衣,557,2024-01-11,Sample note for transaction ID 760
761,支出,行,9517,2023-11-15,
762,收入,住,8787,2024-07-06,
763,支出,衣,5771,2024-01-04,
764,支出,衣,9013,2024-03-18,Sample note for transaction ID 764
765,收入,住,6309,2024-08-19,
766,收入,行,5675,2024-03-13,Sample note for transaction ID 766
767,支出,住,9465,2023-11-25,Sample note for transaction ID 767
768,收入,衣,192,2024-05-06,Sample note for transaction ID 768
769,收入,行,7344,2024-08-31,
770,收入,衣,7960,2024-07-19,
771,支出,住,6176,2024-05-14,Sample note for transaction ID 771
772,收入,衣,2151,2024-08-24,
773,收入,行,6873,2024-04-26,
774,支出,行,5886,2024-03-04,
775,支出,行,9774,2023-12-21,
776,收入,住,225,2024-02-29,Sample note for transaction ID 776
777,支出,食,4070,2024-02-04,Sample note for transaction ID 777
778,支出,衣,6395,2024-01-03,
779,支出,行,8282,2024-01-01,
780,支出,食,2854,2024-07-13,Sample note for transaction ID 780
781,支出,行,8571,2024-06-07,Sample note for transaction ID 781
782,支出,衣,1667,2024-04-02,Sample note for transaction ID 782
783,收入,行,8285,2024-05-27,Sample note for transaction ID 783
784,收入,住,5421,2024-09-10,
785,收入,衣,6679,2024-08-03,
786,支出,行,6427,2023-12-10,Sample note for transaction ID 786
787,支出,衣,7382,2024-10-02,Sample note for transaction ID 787
788,收入,衣,9294,2024-09-10,Sample note for transaction ID 788
789,收入,衣,9761,2024-09-30,
790,收入,衣,4724,2023-11-18,
791,支出,食,582,2023-12-24,Sample note for transaction ID 791
792,收入,食,6248,2024-07-14,
793,收入,住,2841,2024-03-29,Sample note for transaction ID 793
794,收入,行,313,2024-10-24,
795,支出,行,2689,2024-09-19,Sample note for transaction ID 795
796,收入,食,7679,2024-06-10,Sample note for transaction ID 796
797,收入,衣,6821,2024-06-25,
798,支出,住,9800,2024-05-24,Sample note for transaction ID 798
799,收入,住,9163,2024-09-06,
800,支出,衣,6264,2024-02-29,
801,支出,住,4593,2024-05-02,
802,收入,住,8200,2024-01-02,
803,收入,住,2372,2024-07-18,
804,支出,食,9397,2024-01-12,Sample note for transaction ID 804
805,收入,衣,3227,2024-07-20,Sample note for transaction ID 805
806,收入,行,7527,2024-03-17,
807,支出,衣,9341,2023-10-31,Sample note for transaction ID 807
808,支出,衣,5955,2024-07-29,Sample note for transaction ID 808
809,支出,衣,3521,2023-11-19,
810,收入,住,9989,2024-03-22,Sample note for transaction ID 810
811,收入,行,9808,2024-08-26,Sample note for transaction ID 811
812,支出,衣,1853,2024-09-10,Sample note for transaction ID 812
813,支出,食,1585,2024-09-09,
814,支出,衣,1715,2024-02-11,Sample note for transaction ID 814
815,支出,行,3064,2024-07-20,Sample note for transaction ID 815
816,收入,衣,1242,2023-11-19,
817,支出,衣,3715,2024-04-11,Sample note for transaction ID 817
818,支出,住,2335,2024-03-12,
819,支出,食,526,2023-11-19,
820,支出,住,6942,2024-06-05,Sample note for transaction ID 820
821,支出,行,6437,2023-11-20,Sample note for transaction ID 821
822,支出,衣,6122,2024-03-11,
823,支出,行,9139,2024-01-30,
824,支出,行,3745,2024-05-23,
825,收入,行,5372,2024-05-09,Sample note for transaction ID 825
826,支出,食,4045,2024-03-22,
827,支出,住,7545,2024-07-28,
828,支出,食,2335,2024-05-29,
829,收入,衣,4568,2024-06-11,
830,收入,衣,7972,2024-09-21,
831,支出,住,7072,2024-02-02,
832,支出,住,960,2024-09-15,Sample note for transaction ID 832
833,支出,食,859,2023-12-11,Sample note for transaction ID 833
834,支出,行,9716,2024-10-11,Sample note for transaction ID 834
835,支出,食,4706,2024-07-14,Sample note for transaction ID 835
836,支出,衣,6745,2024-02-02,
837,收入,住,8340,2024-02-05,
838,支出,住,5087,2024-03-18,
839,收入,行,6964,2024-08-17,
840,收入,住,8876,2024-08-27,
841,支出,衣,997,2024-08-23,Sample note for transaction ID 841
842,收入,住,6814,2024-03-19,
843,收入,食,3989,2024-01-02,
844,收入,衣,2441,2024-10-04,Sample note for transaction ID 844
845,收入,住,6388,2024-10-20,
846,支出,衣,4006,2024-05-29,Sample note for transaction ID 846
847,支出,住,5704,2024-02-15,Sample note for transaction ID 847
848,收入,行,8280,2024-04-17,
849,支出,行,5900,2024-10-23,Sample note for transaction ID 849
850,收入,行,9160,2024-05-30,
851,收入,住,5550,2023-11-05,Sample note for transaction ID 851
852,收入,行,4944,2024-02-15,
853,收入,食,2772,2023-10-30,
854,支出,食,7083,2024-02-14,
855,收入,衣,3073,2024-04-26,Sample note for transaction ID 855
856,支出,住,4576,2024-07-03,Sample note for transaction ID 856
857,支出,住,7212,2024-09-02,
858,支出,住,4600,2024-06-12,
859,支出,住,3082,2024-06-18,Sample note for transaction ID 859
860,支出,衣,5855,2024-05-11,Sample note for transaction ID 860
861,收入,衣,6706,2024-04-10,
862,支出,住,1984,2024-07-18,Sample note for transaction ID 862
863,收入,衣,1301,2023-11-22,Sample note for transaction ID 863
864,收入,食,4469,2024-09-12,
865,收入,住,3104,2024-03-04,
866,支出,住,9946,2024-07-09,
867,收入,食,9660,2024-07-18,
868,支出,衣,4057,2024-07-25,Sample note for transaction ID 868
869,收入,衣,8328,2024-05-30,
870,支出,食,8575,2024-09-03,
871,收入,住,6839,2024-08-26,
872,收入,住,8920,2024-01-07,Sample note for transaction ID 872
873,支出,住,644,2024-07-01,
874,支出,行,3502,2024-07-07,Sample note for transaction ID 874
875,支出,衣,3381,2024-07-09,
876,收入,食,3037,2024-10-16,
877,收入,行,4314,2023-12-01,
878,收入,行,1552,2024-05-23,
879,收入,食,7258,2024-03-11,Sample note for transaction ID 879
880,支出,住,7069,2024-08-06,
881,支出,食,1812,2024-01-24,
882,支出,衣,9553,2024-03-23,
883,支出,住,1491,2024-02-13,
884,支出,食,7098,2024-07-05,
885,收入,食,8374,2024-03-22,Sample note for transaction ID 885
886,支出,食,7589,2024-03-11,Sample note for transaction ID 886
887,收入,食,5116,2024-05-20,
888,收入,食,6454,2023-11-27,
889,收入,住,9855,2024-09-18,
890,支出,行,6667,2024-10-24,
891,收入,行,5677,2024-03-09,Sample note for transaction ID 891
892,支出,食,2600,2024-05-12,Sample note for transaction ID 892
893,支出,住,4330,2024-08-20,
894,收入,行,5657,2024-06-13,
895,支出,住,64,2024-10-22,
896,支出,行,3010,2024-07-01,
897,收入,行,1135,2024-07-11,Sample note for transaction ID 897
898,支出,住,5250,2024-04-18,
899,支出,衣,7404,2024-06-17,
900,支出,行,3005,2023-12-16,Sample note for transaction ID 900
901,收入,衣,9371,2024-06-01,Sample note for transaction ID 901
902,收入,衣,8428,2023-12-26,Sample note for transaction ID 902
903,收入,住,7954,2023-12-15,
904,收入,住,8582,2024-01-26,
905,支出,衣,5467,2023-12-20,
906,支出,食,6251,2024-03-06,Sample note for transaction ID 906
907,收入,行,2289,2024-10-25,Sample note for transaction ID 907
908,收入,衣,9150,2024-01-25,
909,收入,住,8572,2024-07-03,
910,收入,衣,9612,2024-01-06,
911,收入,住,7780,2024-09-26,Sample note for transaction ID 911
912,收入,行,5821,2024-03-08,
913,支出,食,3547,2024-01-15,Sample note for transaction ID 913
914,支出,住,6325,2024-03-04,Sample note for transaction ID 914
915,收入,食,1892,2024-05-24,Sample note for transaction ID 915
916,支出,住,1172,2024-04-07,
917,支出,衣,9452,2024-10-10,
918,支出,食,2919,2024-01-11,
919,支出,行,2756,2024-06-16,Sample note for transaction ID 919
920,支出,行,6932,2024-09-08,
921,收入,衣,95,2024-05-05,Sample note for transaction ID 921
922,收入,住,7780,2024-09-27,Sample note for transaction ID 922
923,支出,衣,2666,2024-06-27,
924,支出,衣,7087,2024-10-16,Sample note for transaction ID 924
925,支出,行,9439,2024-01-11,
926,支出,行,1681,2024-05-14,
927,收入,住,5209,2024-06-09,Sample note for transaction ID 927
928,支出,行,869,2024-08-21,
929,支出,食,1207,2024-07-19,
930,收入,衣,4933,2024-08-21,Sample note for transaction ID 930
931,收入,行,6666,2024-10-24,
932,收入,食,1870,2024-03-24,Sample note for transaction ID 932
933,收入,住,9194,2024-10-13,
934,支出,行,3937,2024-01-04,Sample note for transaction ID 934
935,支出,食,3949,2023-11-10,Sample note for transaction ID 935
936,支出,行,4134,2024-06-19,Sample note for transaction ID 936
937,支出,住,6719,2024-03-01,
938,支出,衣,3049,2024-07-13,
939,收入,衣,8426,2024-06-05,
940,收入,食,6752,2024-06-04,Sample note for transaction ID 940
941,收入,住,5793,2024-03-26,
942,收入,行,3647,2023-12-29,Sample note for transaction ID 942
943,支出,行,6887,2024-07-08,Sample note for transaction ID 943
944,支出,食,985,2024-08-27,
945,收入,食,7136,2024-10-06,Sample note for transaction ID 945
946,支出,住,1970,2024-03-28,
947,收入,住,7197,2024-02-06,
948,收入,衣,7048,2024-09-24,Sample note for transaction ID 948
949,支出,食,995,2024-03-10,
950,支出,行,4490,2023-12-06,Sample note for transaction ID 950
951,收入,食,4323,2024-10-03,Sample note for transaction ID 951
952,收入,行,537,2024-02-29,
953,支出,衣,7369,2024-10-06,Sample note for transaction ID 953
954,支出,食,8361,2024-05-27,
955,收入,住,6367,2024-08-29,
956,支出,住,6654,2024-05-13,Sample note for transaction ID 956
957,支出,食,7581,2024-02-05,
958,收入,衣,6530,2024-05-11,Sample note for transaction ID 958
959,支出,住,8857,2024-04-17,
960,收入,行,9669,2024-09-17,
961,支出,行,6102,2024-08-14,Sample note for transaction ID 961
962,支出,食,7483,2023-11-03,
963,收入,衣,4306,2024-02-27,
964,收入,衣,6281,2024-05-22,
965,支出,住,9817,2024-07-03,Sample note for transaction ID 965
966,支出,住,2475,2024-08-26,
967,收入,衣,9247,2024-04-15,
968,收入,衣,3870,2024-06-12,
969,支出,衣,4395,2024-08-02,Sample note for transaction ID 969
970,收入,行,9144,2024-03-04,
971,支出,食,9551,2024-01-12,Sample note for transaction ID 971
972,支出,行,5980,2024-08-23,Sample note for transaction ID 972
973,收入,衣,5067,2023-11-26,
974,支出,行,1107,2024-09-04,
975,收入,衣,3749,2024-03-24,
976,支出,行,9385,2024-02-10,
977,收入,食,8487,2024-10-24,Sample note for transaction ID 977
978,收入,行,1832,2024-10-24,
979,支出,食,7463,2024-02-04,
980,支出,食,2148,2024-04-15,
981,支出,衣,8337,2024-07-23,Sample note for transaction ID 981
982,收入,行,763,2024-07-16,Sample note for transaction ID 982
983,收入,行,2587,2024-09-24,Sample note for transaction ID 983
984,支出,衣,6123,2024-06-25,Sample note for transaction ID 984
985,支出,住,7258,2024-09-16,
986,支出,住,7991,2023-12-17,Sample note for transaction ID 986
987,支出,行,6650,2024-05-28,
988,收入,行,5404,2024-09-08,Sample note for transaction ID 988
989,收入,食,1292,2024-07-02,
990,支出,衣,2699,2023-11-18,
991,支出,住,6797,2024-02-26,Sample note for transaction ID 991
992,支出,行,8696,2024-07-10,
993,收入,住,5630,2023-12-10,
994,支出,行,1342,2023-11-11,
995,收入,衣,6724,2024-07-12,Sample note for transaction ID 995
996,支出,衣,1482,2024-03-18,
997,收入,行,4563,2024-08-30,Sample note for transaction ID 997
998,支出,食,5808,2024-06-01,Sample note for transaction ID 998
999,收入,食,4540,2024-02-09,Sample note for transaction ID 999
1000,收入,行,136,2024-01-02,Sample note for transaction ID 1000
